Date_Collected_yyyy-mm-dd,Sample_Frequency_Hrs,Filter_Tar_(B)_grams_(g),Filter_Sed_(A)_grams_(g),Sediment_grams_(g),Sediment_Calc_grams_(g),Sediment_Check_(Good/Bad)(±5%),Volume_Milliliters_(ml),Sedload_mg/l,Sedload_Calc_mg/l,Sedload_Check_(Good/Bad)(±5%),Nephelometric_Turbidity_Units_(NTU)
1986-06-03,,0.2441,0.332,0.0879,0.0879,True,430.0,204.4186,204.4,True,
1986-06-04,,0.2436,0.362,0.1184,0.11839999999999998,True,429.0,275.9907,276.0,True,
1986-06-05,,0.2428,0.3704,0.1276,0.12760000000000002,True,430.0,296.7442,296.7,True,
1986-06-06,,0.2417,0.3639,0.1222,0.1222,True,428.0,285.514,285.5,True,
1986-06-07,,0.2433,0.3789,0.1356,0.13560000000000003,True,432.0,31.3019,313.9,False,
1986-06-08,,0.2425,0.309,0.0665,0.0665,True,427.0,155.7377,155.7,True,
1986-06-09,,0.2434,0.2872,0.0438,0.043800000000000006,True,428.0,102.3364,102.3,True,
1986-06-10,,0.2446,0.336,0.0914,0.09140000000000001,True,430.0,212.5581,212.6,True,
1986-06-12,,0.2522,0.3163,0.0641,0.06410000000000005,True,261.0,255.5939,245.6,True,
1986-06-13,,0.2528,0.3034,0.0505,0.05059999999999998,True,260.0,194.2308,194.6,True,
1986-06-14,,0.2522,0.3084,0.0562,0.05620000000000003,True,263.0,213.6882,213.7,True,
1986-06-15,,0.2522,0.2693,0.0121,0.017100000000000004,False,264.0,6407727.0,64.77,False,
1986-06-16,,0.2516,0.2947,0.0431,0.04310000000000003,True,262.0,164.5038,164.5,True,
1986-06-17,,0.2516,0.2722,0.0206,0.020600000000000007,True,263.0,78.327,78.33,True,
1986-06-17,,0.2492,0.2652,0.016,0.015999999999999986,True,308.0,51.9481,51.95,True,
1986-06-18,,0.2483,0.2675,0.0192,0.019200000000000023,True,309.0,62.1359,62.14,True,
1986-06-19,,0.2495,0.286,0.0365,0.03649999999999998,True,307.0,118.8925,118.9,True,
1986-06-20,,0.2504,0.259,0.0086,0.008599999999999997,True,310.0,27.7419,27.74,True,
1986-06-21,,0.25,0.2601,0.0101,0.010099999999999998,True,308.0,32.7922,32.79,True,
1986-06-22,,0.2484,0.255,0.0066,0.006599999999999995,True,310.0,21.2903,21.29,True,
1986-06-23,,0.2491,0.2555,0.0004,0.006400000000000017,False,309.0,20.712,20.71,True,
1986-06-24,,0.2471,0.2527,0.0056,0.005599999999999994,True,311.0,18.0064,18.01,True,
1986-06-25,,0.2478,0.2541,0.0043,0.0063,False,308.0,13.961,20.45,False,
1986-06-26,,0.2486,0.2509,0.0023,0.0023000000000000242,True,305.0,7.541,7.541,True,
1987-03-12,,0.2585,0.2597,0.0012,0.0011999999999999789,True,325.0,3.6923,3.692,True,
1987-03-13,,0.2586,0.2592,0.0006,0.0005999999999999894,True,324.0,1.8519,1.852,True,
1987-03-14,,0.2578,0.259,0.0012,0.0012000000000000344,True,326.0,3.681,3.681,True,
1987-03-15,,0.2589,0.2598,0.0009,0.0008999999999999564,True,324.0,2.7778,2.778,True,
1987-03-16,,0.2582,0.2595,0.0017,0.0013000000000000234,False,325.0,5.2308,4.0,False,
1987-03-17,,0.2563,0.2582,0.0019,0.0019000000000000128,True,323.0,5.8824,5.882,True,
1987-03-18,,0.2574,0.2634,0.006,0.006000000000000005,True,322.0,18.5759,18.63,True,
1987-04-24,,0.2478,0.2533,0.0055,0.005500000000000033,True,313.0,17.5719,17.57,True,
1987-04-24,,0.2559,0.2592,0.0033,0.0032999999999999696,True,215.0,15.3488,15.35,True,
1987-04-25,,0.2482,0.2525,0.0043,0.004299999999999998,True,311.0,13.8264,13.83,True,
1987-04-26,,0.249,0.2536,0.0046,0.004599999999999993,True,314.0,14.6497,14.65,True,
1987-04-27,,0.2497,0.2575,0.0078,0.007800000000000001,True,313.0,24.9201,24.92,True,
1987-04-28,,0.2496,0.2604,0.0108,0.010800000000000032,True,312.0,34.6154,34.62,True,
1987-04-29,,0.256,0.265,0.009,0.009000000000000008,True,314.0,28.6624,28.66,True,
1987-04-30,,0.2581,0.2694,0.0113,0.011299999999999977,True,318.0,35.5346,35.53,True,
1987-05-01,,0.257,0.2624,0.0054,0.005400000000000016,True,323.0,16.7183,16.72,True,
1987-05-01,,0.2569,0.2607,0.0038,0.00379999999999997,True,153.0,24.8366,24.84,True,
1987-05-02,,0.258,0.2613,0.0033,0.0032999999999999696,True,318.0,10.3774,10.38,True,
1987-05-03,,0.2569,0.2594,0.0025,0.0025000000000000022,True,321.0,7.7882,7.788,True,
1987-05-04,,0.2583,0.2603,0.002,0.0020000000000000018,True,328.0,6.0976,6.098,True,
1987-05-05,,0.2588,0.2609,0.0021,0.0021000000000000463,True,332.0,6.3253,6.325,True,
1987-05-06,,0.2598,0.2632,0.0034,0.003400000000000014,True,330.0,10.303,10.3,True,
1987-05-07,,0.2586,0.2609,0.0023,0.0023000000000000242,True,332.0,6.9277,6.928,True,
1987-05-08,,0.259,0.2633,0.0043,0.0042999999999999705,True,331.0,12.9909,12.99,True,
1987-05-09,,0.2581,0.2632,0.0051,0.005099999999999993,True,333.0,15.3153,15.32,True,
1987-05-10,,0.2603,0.2627,0.0024,0.0024000000000000132,True,332.0,7.2289,7.229,True,
1987-05-11,,0.2591,0.2607,0.0016,0.0015999999999999903,True,330.0,4.8485,4.848,True,
1987-05-11,,0.2573,0.2585,0.0012,0.0012000000000000344,True,226.0,5.3097,5.31,True,
1987-05-19,,0.2599,0.2622,0.0023,0.0022999999999999687,True,469.0,4.9041,4.904,True,
1987-05-20,,0.2579,0.261,0.0031,0.0030999999999999917,True,415.0,7.4699,7.47,True,
1987-05-21,,0.258,0.2597,0.0017,0.0016999999999999793,True,357.0,4.7619,4.762,True,
1987-05-22,,0.2582,0.2599,0.0017,0.0017000000000000348,True,359.0,4.7354,4.735,True,
1987-05-23,,0.2591,0.2609,0.0018,0.0018000000000000238,True,358.0,5.0279,5.028,True,
1987-05-24,,0.2593,0.2607,0.0014,0.0014000000000000123,True,356.0,3.9326,3.933,True,
1987-05-25,,0.2562,0.2609,0.0047,0.0047000000000000375,True,351.0,13.3903,13.39,True,
1987-05-26,,0.2557,0.2577,0.002,0.0020000000000000018,True,353.0,5.6657,5.666,True,
1987-05-27,,0.2565,0.2575,0.001,0.0010000000000000009,True,231.0,4.329,4.329,True,
1987-05-28,,0.2587,0.2601,0.0014,0.0014000000000000123,True,325.0,4.3077,4.308,True,
1987-05-29,,0.2583,0.262,0.0037,0.0037000000000000366,True,324.0,11.4198,11.42,True,
1987-05-30,,0.2587,0.2598,0.0011,0.0010999999999999899,True,322.0,3.4161,3.416,True,
1987-05-31,,0.2567,0.2577,0.001,0.0010000000000000009,True,323.0,3.096,3.096,True,
1987-06-01,,0.2574,0.2601,0.0027,0.00269999999999998,True,331.0,8.1571,8.157,True,
1987-06-02,,0.2582,0.2593,0.0011,0.0010999999999999899,True,350.0,3.1429,3.143,True,
1987-06-03,,0.2575,0.258,0.0005,0.0005000000000000004,True,349.0,1.4327,1.433,True,
1987-06-04,,0.2578,0.2595,0.0017,0.0017000000000000348,True,351.0,4.8433,4.843,True,
1987-06-05,,0.257,0.258,0.001,0.0010000000000000009,True,353.0,2.8329,2.833,True,
1987-06-06,,0.2579,0.2586,0.0007,0.0006999999999999784,True,350.0,2.0,2.0,True,
1987-06-07,,0.2578,0.26,0.0022,0.0022000000000000353,True,353.0,6.2323,6.232,True,
1987-06-08,,0.2569,0.2585,0.0016,0.0015999999999999903,True,215.0,7.4419,7.442,True,
1987-06-08,,0.2632,0.2634,0.0002,0.00020000000000003348,True,166.0,1.2048,1.205,True,
1987-06-09,,0.2617,0.2619,0.0002,0.00020000000000003348,True,337.0,0.5935,0.5935,True,
1987-06-10,,0.2627,0.2631,0.0004,0.00040000000000001146,True,338.0,1.1834,1.183,True,
1987-06-11,,0.2616,0.2617,0.0001,9.999999999998899e-05,True,336.0,0.2976,0.2976,True,
1987-06-12,,0.2612,0.2614,0.0002,0.00020000000000003348,True,337.0,0.5935,0.5935,True,
1987-06-13,,0.2618,0.262,0.0002,0.00020000000000003348,True,338.0,0.5917,0.5917,True,
1987-06-14,,0.2636,0.264,0.0004,0.00040000000000001146,True,331.0,1.2085,1.208,True,
1987-06-15,,0.262,0.2633,0.0013,0.0012999999999999678,True,335.0,3.8806,3.881,True,
1987-06-16,,0.2635,0.2678,0.0043,0.0042999999999999705,True,333.0,12.9129,12.91,True,
1987-06-17,,0.2638,0.2607,0.0009,-0.0030999999999999917,False,337.0,2.6706,-9.199,False,
1987-06-18,,0.2631,0.2637,0.0006,0.0005999999999999894,True,338.0,1.7751,1.775,True,
1987-06-19,,0.2629,0.2668,0.0039,0.003899999999999959,True,339.0,11.5044,11.5,True,
1987-06-20,,0.2602,0.2609,0.0007,0.0007000000000000339,True,338.0,2.071,2.071,True,
1987-06-21,,0.2615,0.2617,0.0002,0.00019999999999997797,True,339.0,0.59,0.59,True,
1987-06-22,,0.2631,0.2637,0.0006,0.0005999999999999894,True,337.0,1.7804,1.78,True,
1987-06-23,,0.2622,0.2625,0.0003,0.00030000000000002247,True,338.0,0.8876,0.8876,True,
1987-06-24,,0.2621,0.2623,0.0002,0.00019999999999997797,True,335.0,0.597,0.597,True,
1987-06-25,,0.2627,0.2631,0.0004,0.00040000000000001146,True,337.0,1.1869,1.187,True,
1987-06-26,,0.2603,0.2605,0.0002,0.00020000000000003348,True,337.0,0.5935,0.5935,True,
1987-06-27,,0.2621,0.2623,0.0002,0.00019999999999997797,True,338.0,0.5917,0.5917,True,
1987-06-28,,0.2615,0.2617,0.0002,0.00019999999999997797,True,335.0,0.597,0.597,True,
1987-06-29,,0.2607,0.2614,0.0007,0.0007000000000000339,True,336.0,2.0833,2.083,True,
1987-06-30,,0.2618,0.262,0.0002,0.00020000000000003348,True,338.0,0.5917,0.5917,True,
1987-07-01,,0.2621,0.264,0.0019,0.0019000000000000128,True,337.0,5.638,5.638,True,
1987-07-02,,0.2613,0.2616,0.0003,0.00030000000000002247,True,335.0,0.8955,0.8955,True,
1987-07-03,,0.2624,0.2631,0.0007,0.0006999999999999784,True,334.0,2.0958,2.096,True,
1987-07-04,,0.2625,0.2635,0.001,0.0010000000000000009,True,337.0,2.9674,2.967,True,
1987-07-05,,0.2608,0.2623,0.0015,0.0015000000000000013,True,335.0,4.4776,4.478,True,
1988-04-12,,0.1215,0.1248,0.0033,0.0032999999999999974,True,355.0,9.2958,9.296,True,
1988-04-20,,0.1351,0.1623,0.0072,0.027200000000000002,False,347.0,20.7493,78.39,False,
1988-04-21,,0.1352,0.1608,0.0256,0.02560000000000001,True,365.0,70.137,70.14,True,
1988-04-22,,0.1366,0.1397,0.0031,0.0030999999999999917,True,368.0,8.4239,8.424,True,
1988-04-23,,0.1351,0.1383,0.0032,0.0032000000000000084,True,369.0,86.7209,8.672,False,
1988-04-24,,0.1349,0.136,0.0011,0.0011000000000000176,True,382.0,2.8796,2.88,True,
1988-04-25,,0.1338,0.1365,0.0027,0.002700000000000008,True,380.0,7.1053,7.105,True,
1988-04-26,,0.1335,0.1353,0.0017,0.001799999999999996,False,372.0,4.5699,4.839,False,
1988-04-27,,0.1359,0.1381,0.0022,0.0022000000000000075,True,369.0,5.9621,5.962,True,
1988-04-28,,0.1324,0.1366,0.0042,0.004200000000000009,True,371.0,11.3208,11.32,True,
1988-04-28,,0.1216,0.1227,0.0011,0.0011000000000000038,True,360.0,3.0556,3.056,True,
1988-04-29,,0.1345,0.1381,0.0036,0.003599999999999992,True,368.0,9.7826,9.783,True,
1988-04-30,,0.1337,0.135,0.0013,0.0012999999999999956,True,372.0,3.5326,3.495,True,
1988-05-01,,0.1319,0.1321,0.0002,0.00020000000000000573,True,367.0,0.545,0.545,True,
1988-05-02,,0.134,0.1351,0.0011,0.0010999999999999899,True,373.0,2.9491,2.949,True,
1988-05-03,,0.1332,0.1338,0.0006,0.0005999999999999894,True,370.0,1.6216,1.622,True,
1988-05-04,,0.1368,0.137,0.0002,0.00020000000000000573,True,375.0,0.5333,0.5333,True,
1988-05-05,,0.1345,0.1347,0.0002,0.00019999999999997797,True,208.0,0.9615,0.9615,True,
1988-05-13,,0.1281,0.1477,0.0196,0.019600000000000006,True,348.0,56.3218,56.32,True,
1988-05-14,,0.1297,0.1354,0.0057,0.005699999999999983,True,346.0,16.474,16.47,True,
1988-05-15,,0.1295,0.1337,0.0042,0.004200000000000009,True,349.0,12.0344,12.03,True,
1988-05-16,,0.1307,0.1427,0.012,0.011999999999999983,True,358.0,33.5196,33.52,True,
1988-05-17,,0.1301,0.138,0.0079,0.007900000000000018,True,385.0,20.5195,20.52,True,
1988-05-18,,0.1299,0.1326,0.0027,0.002700000000000008,True,378.0,7.1429,7.143,True,
1988-05-19,,0.1204,0.1318,0.0114,0.011400000000000007,True,362.0,31.4917,31.49,True,
1988-05-19,,0.129,0.1496,0.0206,0.020600000000000007,True,375.0,54.9333,54.93,True,
1988-05-20,,0.1284,0.13,0.0016,0.001600000000000018,True,372.0,4.3011,4.301,True,
1988-05-21,,0.1296,0.1316,0.002,0.0020000000000000018,True,374.0,5.3476,5.348,True,
1988-05-22,,0.1281,0.1326,0.0045,0.004500000000000004,True,373.0,12.0643,12.06,True,
1988-05-23,,0.1288,0.1397,0.0059,0.010899999999999993,False,375.0,15.7333,29.07,False,
1988-05-24,,0.1296,0.1341,0.0045,0.004500000000000004,True,377.0,10.6101,11.94,False,
1988-05-25,,0.128,0.1307,0.0027,0.002700000000000008,True,371.0,7.2776,7.278,True,
1988-05-26,,0.1282,0.1306,0.0024,0.0023999999999999855,True,374.0,6.4171,6.417,True,
1988-05-27,,0.13,0.1333,0.0033,0.0032999999999999974,True,376.0,8.7766,8.777,True,
1988-05-28,,0.1302,0.1339,0.0037,0.003699999999999981,True,373.0,9.9196,9.92,True,
1988-05-29,,0.1287,0.1301,0.0014,0.0013999999999999846,True,374.0,3.7433,3.743,True,
1988-05-30,,0.1294,0.1313,0.0019,0.0019000000000000128,True,376.0,5.0532,5.053,True,
1988-05-31,,0.1295,0.134,0.0045,0.004500000000000004,True,376.0,11.9681,11.97,True,
1988-06-01,,0.1286,0.1315,0.0019,0.0029000000000000137,False,377.0,5.0398,7.692,False,
1988-06-02,,0.1284,0.1298,0.0014,0.0014000000000000123,True,375.0,3.7333,3.733,True,
1988-06-03,,0.1295,0.1317,0.0022,0.0022000000000000075,True,374.0,5.8824,5.882,True,
1988-06-04,,0.1296,0.1316,0.002,0.0020000000000000018,True,373.0,5.3619,5.362,True,
1988-06-05,,0.1295,0.1311,0.0016,0.0015999999999999903,True,375.0,4.2667,4.267,True,
1988-06-06,,0.13,0.1309,0.0009,0.0008999999999999841,True,370.0,2.4324,2.432,True,
1988-06-07,,0.1205,0.1217,0.0012,0.0012000000000000066,True,352.0,3.4091,3.409,True,
1988-06-07,,0.1297,0.1304,0.0007,0.0006999999999999784,True,201.0,3.4826,3.483,True,
1988-06-07,,0.1284,0.1303,0.0019,0.0019000000000000128,True,360.0,5.2778,5.278,True,
1988-06-08,,0.1265,0.1283,0.0018,0.001799999999999996,True,361.0,4.9861,4.986,True,
1988-06-09,,0.1255,0.1269,0.0014,0.0014000000000000123,True,361.0,3.8781,3.878,True,
1988-06-10,,0.1254,0.1265,0.0011,0.0010999999999999899,True,362.0,3.0387,3.039,True,
1988-06-11,,0.1284,0.1299,0.0015,0.0015000000000000013,True,363.0,4.1322,4.132,True,
1988-06-12,,0.1257,0.1271,0.0014,0.0013999999999999846,True,360.0,3.8889,3.889,True,
1988-06-13,,0.1251,0.1269,0.0018,0.0018000000000000238,True,359.0,5.0139,5.014,True,
1988-06-14,,0.1235,0.1255,0.002,0.0020000000000000018,True,360.0,5.5556,5.556,True,
1988-06-15,,0.1262,0.128,0.0018,0.001799999999999996,True,358.0,5.0279,5.028,True,
1988-06-16,,0.1246,0.1273,0.0027,0.002699999999999994,True,361.0,7.4792,7.479,True,
1988-06-17,,0.1259,0.1311,0.0052,0.005199999999999982,True,362.0,14.3646,14.36,True,
1988-06-18,,0.125,0.1275,0.0025,0.0025000000000000022,True,363.0,6.8871,6.887,True,
1988-06-19,,0.1275,0.1289,0.0014,0.0013999999999999846,True,362.0,3.8674,3.867,True,
1988-06-20,,0.1289,0.1309,0.002,0.0020000000000000018,True,363.0,5.5096,5.51,True,
1988-06-21,,0.1252,0.1265,0.0013,0.0012999999999999956,True,360.0,3.6111,3.611,True,
1988-06-22,,0.1276,0.1296,0.002,0.0020000000000000018,True,359.0,5.571,5.571,True,
1988-06-23,,0.1254,0.1265,0.0011,0.0010999999999999899,True,361.0,3.0471,3.047,True,
1988-06-24,,0.124,0.1252,0.0012,0.0012000000000000066,True,360.0,3.3333,3.333,True,
1988-06-25,,0.1298,0.1318,0.002,0.0020000000000000018,True,358.0,5.5866,5.587,True,
1988-06-26,,0.1302,0.1345,0.0043,0.004299999999999998,True,359.0,11.9777,11.98,True,
1988-06-27,,0.1298,0.1318,0.002,0.0020000000000000018,True,361.0,5.5402,5.54,True,
1988-06-28,,0.1301,0.1314,0.0013,0.0012999999999999956,True,360.0,3.611,3.611,True,
1988-06-29,,0.1298,0.1314,0.0016,0.0015999999999999903,True,358.0,4.4693,4.469,True,
1988-06-30,,0.1291,0.13,0.0009,0.0009000000000000119,True,357.0,2.521,2.521,True,
1988-07-01,,0.1296,0.1304,0.0008,0.0007999999999999952,True,360.0,2.2222,2.222,True,
1988-07-02,,0.1288,0.1296,0.0008,0.0007999999999999952,True,361.0,2.2161,2.216,True,
1988-07-03,,0.1297,0.1304,0.0007,0.0006999999999999784,True,359.0,1.9499,1.95,True,
1988-07-04,,0.1299,0.1308,0.0009,0.0009000000000000119,True,358.0,2.514,2.514,True,
1989-04-13,,0.111,0.115,0.004,0.0040000000000000036,True,295.0,13.5593,13.56,True,
1989-04-14,,0.1115,0.1186,0.0071,0.007099999999999995,True,310.0,22.9032,22.9,True,
1989-04-15,,0.1113,0.1206,0.0093,0.009300000000000003,True,326.0,28.5276,28.53,True,
1989-04-16,,0.1113,0.121,0.0097,0.0097,True,321.0,30.2181,30.22,True,
1989-04-17,,0.111,0.1153,0.0043,0.004299999999999998,True,338.0,12.7219,12.72,True,
1989-04-18,,0.111,0.1128,0.0018,0.001799999999999996,True,151.0,11.9205,11.92,True,
1989-05-26,,0.1155,0.1156,0.0001,9.999999999998899e-05,True,427.0,0.2342,0.2342,True,
1989-05-27,,0.1155,0.1157,0.0002,0.00019999999999999185,True,390.0,0.5128,0.5128,True,
1989-05-28,,0.1158,0.1164,0.0006,0.0006000000000000033,True,382.0,1.5707,1.571,True,
1989-05-29,,0.1152,0.1153,0.0001,0.00010000000000000286,True,389.0,0.2571,0.2571,True,
1989-05-30,,0.1155,0.1162,0.0007,0.0006999999999999923,True,405.0,1.7284,1.728,True,
1989-05-31,,0.116,0.1166,0.0006,0.0005999999999999894,True,410.0,1.4634,1.463,True,
1989-06-01,,0.1158,0.116,0.0002,0.00020000000000000573,True,388.0,0.5155,0.5155,True,
1989-06-02,,0.1157,0.1186,0.0029,0.0029,True,340.0,8.5294,8.529,True,
1989-06-03,,0.1157,0.1169,0.0012,0.0012000000000000066,True,401.0,2.9925,2.993,True,
1989-06-04,,0.1155,0.1179,0.0024,0.0023999999999999994,True,455.0,5.2747,5.275,True,
1989-06-04,,0.1153,0.1198,0.0045,0.004500000000000004,True,365.0,12.3299,12.33,True,
1989-06-05,,0.1148,0.1182,0.0034,0.0034000000000000002,True,359.0,9.4708,9.471,True,
1989-06-06,,0.1155,0.1226,0.0071,0.007099999999999995,True,351.0,20.2279,20.23,True,
1989-06-07,,0.1153,0.1464,0.0316,0.031100000000000003,True,232.0,136.2069,134.1,True,
1989-06-08,,0.1156,0.1188,0.0032,0.0032000000000000084,True,192.0,16.6667,16.67,True,
1989-06-09,,0.1156,0.1179,0.0023,0.0023000000000000104,True,284.0,8.0986,8.099,True,
1989-06-10,,0.1157,0.1172,0.0015,0.0015000000000000013,True,277.0,5.4152,5.415,True,
1989-06-11,,0.1159,0.1162,0.0003,0.0002999999999999947,True,241.0,1.2448,1.245,True,
1989-06-11,,0.1198,0.1201,0.0003,0.0002999999999999947,True,402.0,0.7463,0.7463,True,
1989-06-12,,0.1155,0.1157,0.0002,0.00019999999999999185,True,208.0,0.9615,0.9615,True,
1989-06-12,,0.1232,0.1219,0.0007,-0.0013000000000000095,False,398.0,,-3.266,False,
1989-06-13,,0.1157,0.1166,0.0009,0.000899999999999998,True,207.0,4.3478,4.348,True,
1989-06-13,,0.1225,0.1242,0.0017,0.001700000000000007,True,401.0,4.2394,4.239,True,
1989-06-14,,0.115,0.1152,0.0002,0.00019999999999999185,True,178.0,1.1236,1.124,True,
1989-06-14,,0.1195,0.1224,0.0029,0.0029,True,399.0,7.2682,7.268,True,
1989-06-15,,0.1211,0.1339,0.0128,0.012799999999999992,True,395.0,32.4051,32.41,True,
1989-06-16,,0.1155,0.1159,0.0004,0.0003999999999999976,True,153.0,2.6144,2.614,True,
1989-06-16,,0.1195,0.1278,0.0083,0.008300000000000002,True,394.0,21.066,21.07,True,
1989-06-17,,0.1156,0.1158,0.0002,0.00020000000000000573,True,164.0,1.2185,1.22,True,
1989-06-17,,0.118,0.1191,0.0011,0.0011000000000000038,True,400.0,2.75,2.75,True,
1989-06-18,,0.1157,0.1159,0.0002,0.00020000000000000573,True,155.0,1.2903,1.29,True,
1989-06-18,,0.1198,0.1217,0.0019,0.001899999999999999,True,403.0,4.7146,4.715,True,
1989-06-19,,0.1154,0.1158,0.0004,0.0003999999999999976,True,146.0,2.7397,2.74,True,
1989-06-20,,0.1154,0.1157,0.0003,0.0002999999999999947,True,135.0,2.2222,2.222,True,
1989-06-21,,0.118,0.1187,0.0007,0.0007000000000000062,True,397.0,1.7632,1.763,True,
1989-06-22,,0.1157,0.1158,0.0001,0.00010000000000000286,True,152.0,0.6579,0.6579,True,
1989-06-22,,0.1184,0.1188,0.0004,0.0003999999999999976,True,399.0,1.0025,1.003,True,
1989-06-23,,0.1158,0.116,0.0002,0.00020000000000000573,True,147.0,1.3605,1.361,True,
1989-06-23,,0.1183,0.1216,0.0027,0.0032999999999999974,False,397.0,6.801,8.312,False,
1989-06-24,,0.1192,0.1216,0.0024,0.0023999999999999994,True,400.0,6.0,6.0,True,
1989-06-25,,0.1187,0.1196,0.0009,0.000899999999999998,True,401.0,2.2444,2.244,True,
1989-06-26,,0.1192,0.1208,0.0016,0.0016000000000000042,True,399.0,4.01,4.01,True,
1989-06-27,,0.1188,0.1194,0.0006,0.0006000000000000033,True,398.0,1.5075,1.508,True,
1989-06-28,,0.1194,0.122,0.0026,0.002599999999999991,True,400.0,6.5,6.5,True,
1989-06-29,,0.12,0.1224,0.0024,0.0023999999999999994,True,399.0,6.015,6.015,True,
1989-06-30,,0.1189,0.1203,0.0014,0.0013999999999999985,True,401.0,3.4913,3.491,True,
1989-07-01,,0.1186,0.1218,0.0032,0.0032000000000000084,True,400.0,8.0,8.0,True,
1989-07-02,,0.1186,0.1191,0.0005,0.0005000000000000004,True,398.0,1.2563,1.256,True,
1989-07-03,,0.1197,0.1202,0.0005,0.0005000000000000004,True,402.0,1.2438,1.244,True,
1989-07-04,,0.1196,0.1212,0.0016,0.0016000000000000042,True,401.0,3.99,3.99,True,
1989-07-06,,0.1189,0.1196,0.0007,0.0006999999999999923,True,400.0,1.75,1.75,True,
1990-04-06,,0.1204,0.1219,0.0015,0.0015000000000000013,True,251.0,5.9761,5.976,True,
1990-04-06,,0.1072,0.11,0.0028,0.002799999999999997,True,671.0,4.1729,4.173,True,
1990-04-07,,0.1205,0.122,0.0015,0.0015000000000000013,True,286.0,5.2448,5.245,True,
1990-04-08,,0.1214,0.1232,0.0018,0.00180000000000001,True,278.0,6.4758,6.475,True,
1990-04-09,,0.1213,0.1243,0.003,0.002999999999999989,True,281.0,10.6762,10.68,True,
1990-04-10,,0.1202,0.1238,0.0036,0.003599999999999992,True,283.0,12.7208,12.72,True,
1990-04-11,,0.1209,0.1227,0.0018,0.00180000000000001,True,295.0,6.1017,6.102,True,
1990-04-12,,0.1166,0.1181,0.0015,0.0015000000000000013,True,300.0,5.0,5.0,True,
1990-04-13,,0.1163,0.1176,0.0013,0.0012999999999999956,True,283.0,4.4369,4.594,True,
1990-04-14,,0.1172,0.1179,0.0007,0.0007000000000000062,True,295.0,2.3729,2.373,True,
1990-04-15,,0.1191,0.1219,0.0028,0.002799999999999997,True,292.0,9.589,9.589,True,
1990-04-16,,0.1167,0.1228,0.0061,0.006100000000000008,True,295.0,20.678,20.68,True,
1990-04-17,,0.1169,0.1207,0.0038,0.003799999999999998,True,296.0,12.8378,12.84,True,
1990-04-18,,0.1166,0.1193,0.0027,0.002700000000000008,True,328.0,8.2317,8.232,True,
1990-04-19,,0.1194,0.1202,0.0028,0.0007999999999999952,False,311.0,9.0032,2.572,False,
1990-04-20,,0.1198,0.1209,0.0011,0.0010999999999999899,True,310.0,3.5484,3.548,True,
1990-04-21,,0.1199,0.1226,0.0027,0.002699999999999994,True,306.0,8.8235,8.824,True,
1990-04-22,,0.1184,0.1221,0.0037,0.003699999999999995,True,309.0,11.9741,11.97,True,
1990-04-23,,0.1196,0.1238,0.0042,0.004199999999999995,True,310.0,13.5484,13.55,True,
1990-04-24,,0.1196,0.121,0.0014,0.0013999999999999985,True,315.0,4.4444,4.444,True,
1990-04-25,,0.1197,0.1199,0.0002,0.00020000000000000573,True,319.0,0.627,0.627,True,
1990-04-26,,0.1194,0.1206,0.0012,0.0011999999999999927,True,648.0,1.8519,1.852,True,
1990-04-26,,0.1172,0.1185,0.0013,0.0012999999999999956,True,369.0,3.523,3.523,True,
1990-04-28,,0.1067,0.1072,0.0005,0.0005000000000000004,True,327.0,1.5291,1.529,True,
